Geneid	SRR13615527
100287102	0
653635	29
102466751	2
100302278	0
645520	0
79501	0
729737	31
102725121	0
102723897	32
102465909	0
729759	0
100132287	2
105378947	0
101928626	0
102465432	10
81399	0
100133331	9
100288069	4
400728	9
79854	10
643837	261
284593	1
100130417	4
148398	10
26155	915
339451	71
84069	42
84808	29
57801	110
9636	119
375790	2257
105369174	1
105378948	8
401934	7
54991	125
254099	4
406984	2
406983	0
554210	2
254173	7
8784	20
7293	30
51150	2198
126792	424
388581	10
118424	655
6339	65
116983	503
102465434	0
126789	168
54973	1112
102465435	0
80772	430
83756	11
1855	852
102466740	0
54587	3364
54998	974
81669	1805
148413	320
55052	1212
441869	404
643965	0
102724312	51
64856	941
219293	120
83858	192
55210	168
339453	18
29101	1750
643988	123
142678	389
8510	0
984	298
728661	724
8511	0
728642	136
9906	183
65220	1019
2782	6291
105378949	11
163688	3
339456	33
85452	1
2563	6
5590	177
100506504	43
199990	402
105378592	27
6497	2964
105378594	2
79906	167
100129534	63
11079	1943
5192	276
9651	188
55229	336
388585	7
115110	71
8764	969
100996583	9
127281	468
79258	26
100287898	35
140625	0
440556	26
63976	30
100422968	0
27237	144
1953	505
693135	0
127262	1742
49856	314
7161	76
57212	573
148870	9
388588	18
57470	1045
9731	550
1677	101
339448	390
100133612	6
728716	0
284661	0
55966	28
100616489	0
100616421	0
261734	168
8514	191
26038	11
6146	8457
102724450	7
388591	146
23463	1814
148645	1
390992	0
387509	228
11332	160
54626	5
83715	110
100422975	0
8718	204
57449	911
79707	348
80835	4
3104	312
9903	2411
148479	704
90326	388
55735	467
100505887	0
23261	569
9341	2580
8863	1150
10911	10
3604	4
11315	3187
54206	1280
102724539	0
50651	43
473	2151
102724552	4
2023	15055
102465436	0
100505975	4
765	77
155184	6
6518	41
80045	93
407040	5
9563	3386
80176	994
100506022	61
84275	262
199953	224
5293	373
644997	0
101929074	48
22883	3931
56998	1163
84328	370
64802	233
100847055	0
105376719	1
116362	1189
10277	1138
23095	1679
100422970	0
5226	2661
100526739	2
378708	23
1325	0
1676	371
5195	375
54897	382
148345	4
23435	2212
10747	116
6723	929
5394	1302
2475	916
100873935	0
10218	99
29914	480
57540	12
101929181	0
26232	402
93611	474
26270	143
10459	310
374946	2
57085	481
284498	0
102724659	0
4524	535
1185	574
100379251	9
4878	9
4879	0
26829	1
90231	1106
5351	2801
9927	2090
60672	277
102466982	0
943	88
102465836	0
7133	1384
100616438	0
55187	1861
677885	1
9249	2531
102466722	2
343066	0
126767	16
93190	1
390999	0
65121	0
440560	0
343069	0
65122	0
400735	0
343071	0
441871	0
440561	0
653606	0
102724742	0
101929983	0
649330	3
441873	0
649324	0
440563	0
645354	0
645359	0
101060301	0
343070	0
400736	0
391003	0
343068	0
391002	0
645382	0
653619	0
729528	0
645414	0
391004	0
645425	0
126755	2
10630	466
7799	990
23254	623
200197	18
55092	137
727684	1
114827	44
101927417	10
79180	701
11330	0
63036	2
51032	1
842	226
23341	453
79814	13
84301	74
6248	104
23207	1234
284723	26
388595	0
54751	755
440567	140
729614	90
23013	2011
7709	371
101928566	0
149563	42
27129	4469
1187	11
1188	10
348487	5
1969	529
128272	308
101927546	2
79363	40
54455	596
26099	2424
374955	0
55707	1100
114819	85
26871	0
100126512	0
100126517	0
102724970	10
100133301	0
7195	0
55672	666
84809	385
11209	104
26869	0
729574	0
100126533	1
284729	2
100189045	0
102723383	0
6060	0
11223	64
100500876	0
100189298	0
7193	0
791226	0
9696	423
26870	0
4237	108
23400	613
6390	1205
11240	3805
29943	0
51702	1
100616188	0
23569	0
353238	0
55920	1851
55160	971
81569	1
101927876	0
84966	34
127707	39
5081	0
80834	0
8659	1806
100616120	0
100302276	0
126917	921
23352	2415
23065	843
51154	845
246181	20
22977	43
100506730	71
8574	880
54896	206
832	3346
100532736	0
440574	1088
644068	23
4681	20
3362	1
255104	822
54546	44
23252	298
30814	0
5320	187
5322	49
26279	13
64600	0
391013	0
127733	65
101928017	5
127731	0
339505	1
55450	492
79594	664
163933	20
978	11
65018	515
102464833	0
100861548	116
1650	3066
57576	58
400745	0
50809	3461
8672	890
100302155	0
1889	4528
100506801	4
84224	279
249	612
5909	241
84196	944
401944	93
3339	5577
23436	0
10136	0
101928043	3
29092	272
998	3190
54361	257
100616433	0
9923	688
2046	0
102466615	0
712	2609
714	1749
713	2174
2048	99
100616391	0
100422914	0
646262	0
729059	1
23028	1248
100422866	0
100616177	0
7798	941
3352	2
100996511	120
10236	2459
80818	805
148898	97
6920	431
55616	687
1870	19
101928163	0
3399	557
259283	0
6135	28984
6924	1025
100506963	20
57095	1010
11313	608
2582	221
3155	676
2517	940
1269	0
100616492	0
55629	1109
10772	1291
127294	32
58985	33
163702	135
284632	4
57822	13
90529	158
57185	928
100750325	0
11123	236
100506985	110
400746	135
10250	1051
25932	4342
864	295
102465437	0
100616365	0
25949	1314
57035	1009
6007	26
23585	1090
6006	6
55219	605
26119	596
57134	464
57190	2926
56181	1071
646471	37
79000	16
164091	271
3925	939
100500808	0
5051	306
2134	49
7780	17
105376910	0
84676	8
149420	331
79927	103
105376887	0
51042	208
10256	234
378807	0
101928303	4
64793	113
83442	1741
91544	367
1043	220
55057	4
257101	72
79727	0
79947	1829
101928324	4
3151	1195
6195	691
100302190	0
101928728	19
8289	1550
55650	373
84243	638
2810	584
54707	157
63906	243
10726	1523
8431	0
126695	240
388610	357
115572	384
6548	787
23038	1462
84065	841
644961	31
100887744	0
84958	394
9064	1262
8547	148
388611	126
2827	12
10163	4285
27245	1116
2268	115
2537	482
199870	402
23673	1534
5511	976
677774	1
9473	207
6118	683
27293	143
55113	189
2140	350
5724	192
22826	1570
93974	821
83667	267
54797	257
65979	617
1104	553
8420	214
6080	3
26768	11
54952	361
85028	169
692212	6
677838	19
677825	3
692073	8
115273	33
6883	311
26824	2
10691	166
105376911	0
51441	1254
4985	0
2035	736
399474	445
6429	1306
51102	588
10076	789
101928460	0
101929406	0
4146	1
100129196	30
7805	1673
100616164	0
400748	0
9672	2955
9698	1933
692234	0
692235	0
692200	0
79570	1
9410	587
51538	695
2170	288
347735	1643
149086	3
284551	3
64129	2548
3061	6
553115	1383
1307	2526
576	82
100423028	0
90853	10
8073	4138
10657	3088
55116	274
100847018	0
23633	1200
200081	1396
79140	62
56063	113
55721	76
149069	3
8668	3082
339483	163
84734	19
3932	103
3065	1192
65108	1931
100128071	9
81629	71
55108	1618
728116	0
653121	245
339487	302
5928	1452
81493	132
57648	2534
8565	873
64766	367
252995	33
3208	5
113452	326
127544	316
204	2034
113451	90
55223	87
149076	777
127550	0
1912	1813
100500853	0
101929464	3
7579	96
114784	6
127540	0
402779	0
84970	0
693137	0
2709	41
127534	5
2707	35
2701	516
113444	548
58512	7
653160	54
100506144	459
9204	334
79830	214
6421	2760
9202	1238
79932	1163
23154	255
339488	27
5690	1453
127703	325
63967	5
192670	659
26523	583
192669	304
27285	26
54936	538
1296	763
27095	1127
55700	3256
9967	2443
79729	76
55194	188
83931	1302
84967	436
127700	191
64960	1004
1441	90
2899	111
100422898	0
728431	64
80149	233
102465438	0
64769	1135
100847010	0
79753	379
7802	173
29889	1040
284654	479
54955	464
55143	38
284656	64
149175	163
79693	157
127687	384
4520	438
3633	454
10946	1275
2275	413
51118	458
5453	7
100500801	0
339442	1
64121	1258
100527950	2
26292	14
81025	0
54933	48
79647	805
4725	2216
23499	4420
643314	239
105378950	0
353500	27
728448	60
8761	2388
101929516	1
677834	1
26508	132
84618	0
51440	1
10450	859
656	75
64064	3
105378951	1
101929536	2
54802	400
4610	103
84879	57
10487	4460
5538	2492
6018	572
127391	0
10269	1073
1298	265
64744	527
65243	21
339559	77
64789	153
127396	64
9783	380
100130557	15
4802	878
407034	0
407031	0
9132	126
163732	864
