Geneid	SRR13615526
100287102	0
653635	25
102466751	2
100302278	0
645520	0
79501	0
729737	8
102725121	1
102723897	20
102465909	0
729759	0
100132287	1
105378947	1
101928626	2
102465432	7
81399	0
100133331	17
100288069	3
400728	9
79854	6
643837	178
284593	2
100130417	5
148398	3
26155	694
339451	67
84069	25
84808	19
57801	67
9636	72
375790	2422
105369174	5
105378948	22
401934	4
54991	137
254099	5
406984	0
406983	4
554210	2
254173	16
8784	25
7293	21
51150	1544
126792	274
388581	6
118424	438
6339	74
116983	393
102465434	0
126789	90
54973	914
102465435	0
80772	275
83756	11
1855	511
102466740	0
54587	1839
54998	518
81669	2631
148413	255
55052	715
441869	408
643965	0
102724312	14
64856	613
219293	172
83858	190
55210	111
339453	9
29101	1168
643988	87
142678	237
8510	0
984	259
728661	632
8511	6
728642	138
9906	545
65220	615
2782	4266
105378949	0
163688	15
339456	41
85452	3
2563	7
5590	178
100506504	42
199990	242
105378592	9
6497	1594
105378594	5
79906	133
100129534	40
11079	1920
5192	228
9651	197
55229	218
388585	3
115110	71
8764	800
100996583	5
127281	382
79258	32
100287898	26
140625	0
440556	4
63976	14
100422968	0
27237	104
1953	378
693135	0
127262	1555
49856	208
7161	149
57212	581
148870	7
388588	36
57470	817
9731	462
1677	123
339448	457
100133612	2
728716	0
284661	3
55966	24
100616489	0
100616421	0
261734	136
8514	182
26038	5
6146	8787
102724450	11
388591	163
23463	1082
148645	1
390992	0
387509	159
11332	100
54626	6
83715	95
100422975	0
8718	123
57449	349
79707	344
80835	4
3104	321
9903	1441
148479	579
90326	260
55735	314
100505887	0
23261	677
9341	1535
8863	733
10911	1
3604	2
11315	2676
54206	966
102724539	0
50651	17
473	2041
102724552	3
2023	11795
102465436	0
100505975	7
765	104
155184	3
6518	49
80045	84
407040	7
9563	2823
80176	233
100506022	16
84275	162
199953	197
5293	416
644997	0
101929074	69
22883	6197
56998	807
84328	334
64802	257
100847055	0
105376719	2
116362	1500
10277	897
23095	1566
100422970	0
5226	1279
100526739	2
378708	23
1325	4
1676	275
5195	273
54897	506
148345	1
23435	2139
10747	123
6723	433
5394	1148
2475	797
100873935	1
10218	35
29914	377
57540	10
101929181	0
26232	327
93611	494
26270	142
10459	256
374946	3
57085	407
284498	0
102724659	0
4524	367
1185	427
100379251	6
4878	4
4879	0
26829	0
90231	766
5351	2852
9927	1617
60672	183
102466982	0
943	31
102465836	0
7133	660
100616438	0
55187	1832
677885	5
9249	910
102466722	0
343066	0
126767	0
93190	0
390999	0
65121	0
440560	0
343069	1
65122	0
400735	0
343071	0
441871	0
440561	0
653606	0
102724742	0
101929983	0
649330	1
441873	0
649324	0
440563	0
645354	0
645359	0
101060301	1
343070	0
400736	0
391003	0
343068	0
391002	0
645382	0
653619	0
729528	0
645414	0
391004	0
645425	0
126755	3
10630	424
7799	1035
23254	424
200197	12
55092	120
727684	1
114827	12
101927417	3
79180	392
11330	0
63036	0
51032	3
842	236
23341	492
79814	14
84301	67
6248	66
23207	754
284723	27
388595	0
54751	701
440567	182
729614	103
23013	1779
7709	259
101928566	0
149563	117
27129	239
1187	18
1188	9
348487	3
1969	562
128272	326
101927546	2
79363	41
54455	466
26099	1855
374955	3
55707	876
114819	106
26871	0
100126512	0
100126517	0
102724970	1
100133301	0
7195	0
55672	712
84809	382
11209	85
26869	0
729574	0
100126533	0
284729	1
100189045	0
102723383	0
6060	0
11223	157
100500876	0
100189298	0
7193	0
791226	0
9696	353
26870	0
4237	115
23400	672
6390	806
11240	3117
29943	1
51702	2
100616188	0
23569	2
353238	0
55920	1610
55160	636
81569	0
101927876	0
84966	76
127707	152
5081	2
80834	0
8659	373
100616120	0
100302276	0
126917	853
23352	2579
23065	1190
51154	692
246181	13
22977	53
100506730	83
8574	648
54896	156
832	2243
100532736	0
440574	754
644068	41
4681	4
3362	2
255104	776
54546	106
23252	345
30814	0
5320	44
5322	84
26279	18
64600	0
391013	0
127733	81
101928017	18
127731	0
339505	3
55450	670
79594	597
163933	3
978	6
65018	312
102464833	0
100861548	148
1650	3293
57576	26
400745	1
50809	2904
8672	727
100302155	0
1889	3541
100506801	7
84224	193
249	422
5909	374
84196	970
401944	40
3339	2265
23436	0
10136	0
101928043	10
29092	347
998	3104
54361	69
100616433	0
9923	685
2046	1
102466615	0
712	1221
714	841
713	1065
2048	46
100616391	0
100422914	0
646262	0
729059	1
23028	1262
100422866	0
100616177	0
7798	634
3352	0
100996511	152
10236	2070
80818	718
148898	74
6920	724
55616	771
1870	11
101928163	0
3399	231
259283	0
6135	44699
6924	704
100506963	21
57095	818
11313	472
2582	213
3155	632
2517	1119
1269	0
100616492	0
55629	1367
10772	1459
127294	38
58985	35
163702	228
284632	0
57822	10
90529	127
57185	1186
100750325	3
11123	243
100506985	107
400746	135
10250	1335
25932	2689
864	388
102465437	0
100616365	0
25949	1443
57035	1524
6007	0
23585	943
6006	23
55219	777
26119	601
57134	341
57190	2185
56181	790
646471	90
79000	9
164091	376
3925	839
100500808	0
5051	332
2134	41
7780	11
105376910	0
84676	15
149420	381
79927	45
105376887	0
51042	189
10256	407
378807	0
101928303	9
64793	152
83442	942
91544	358
1043	252
55057	3
257101	71
79727	1
79947	510
101928324	10
3151	1258
6195	625
100302190	0
101928728	14
8289	1375
55650	394
84243	448
2810	497
54707	160
63906	213
10726	1133
8431	0
126695	246
388610	218
115572	214
6548	1062
23038	1465
