Geneid	SRR13615525
1376	288
54987	663
4116	378
100507564	5
7804	57
163742	0
63948	0
148979	6
105369175	0
55706	598
54432	557
1733	9
51668	314
115353	343
388633	17
9528	8674
127428	208
100616315	0
200008	0
606495	59
51253	689
23648	448
619518	8
26027	14
338094	2
374977	7
100527960	0
7268	27
25973	142
55001	190
163747	3
1718	4377
100126514	0
199964	42
7809	0
255738	0
23358	1454
100507634	5
100616272	0
8613	3934
5563	168
199920	61
731	0
732	1
1600	0
101926890	0
115209	366
4070	5231
114803	859
3725	698
100131060	5
101926925	10
729467	5
55277	323
100616409	0
101926944	10
51361	598
1573	179
127795	1
101926964	0
100996570	5
4774	1561
645030	0
414927	0
83941	576
10207	1469
100422902	0
100422946	0
54596	15
163782	356
7398	1006
85440	700
27329	0
84938	246
199899	0
100996301	9
27022	2
102464823	0
29929	289
23421	535
84455	202
79469	4
5236	1157
4919	152
101927034	1
148581	0
57685	1172
100616338	0
55225	525
3716	2845
101927084	14
105378775	23
100500854	8
406893	0
205	914
9829	42
54741	2953
3953	511
5142	1138
101927139	0
84251	72
100422871	0
200132	6
10022	0
79819	88
57708	1047
23169	353
400757	0
149233	1
3595	16
26135	3286
1647	146
55970	2580
100289178	17
9077	106
79971	1912
100302279	0
6121	10
55635	17
101927220	0
57554	7
5301	0
55631	319
9295	3036
81573	481
11147	115
1491	83
101927244	0
5733	257
100132618	38
9406	1915
406962	20
100852410	4
257194	374
100852409	0
101927295	0
127255	14
100526835	2
8790	360
51086	0
105378804	0
105378803	0
127254	10
101927320	0
1429	829
127253	595
431707	0
204962	147
34	1066
1744	29
5876	805
692085	1
26805	3
26804	0
4438	7
127247	0
101927342	0
256435	71
81849	177
102466995	0
10026	854
26289	1108
26009	1263
23032	1273
374986	575
374987	1
91624	330
8880	902
11080	348
54810	168
149047	0
5737	258
10964	307
10561	355
64123	796
101927412	2
23266	1440
101927434	0
101927498	2
101927587	2
101927560	1
79739	49
5567	762
148418	75
391051	3
58511	12
80135	430
2787	824
100505741	18
1486	471
103695366	1
439927	0
117178	208
23566	72
255231	22
55283	109
126820	2
100616481	0
84144	94
148423	396
8915	297
646626	5
23576	735
3491	380
54680	407
255631	29
57489	470
102465842	1
9635	1838
1179	0
22802	61
9629	0
105378828	24
51100	2129
9403	4465
9653	799
339524	215
101927844	0
105378832	0
8543	1488
100505768	1
101927891	6
5586	1197
2959	594
56267	681
494115	527
2635	562
2633	424
2634	2790
388646	16
115361	530
115362	78
729930	0
163351	11
400759	58
23507	407
84230	337
400761	19
55144	803
105378846	1
492303	17
284695	320
343472	0
84146	1003
164045	40
8317	60
7049	4419
676	3
253152	48
646817	28
284697	18
23285	117
388649	4
11146	190
79871	260
2672	32
7813	302
6125	45747
388650	254
6083	0
26782	2
22823	488
50999	1176
343099	64
100131564	449
1810	719
54874	1554
100126520	2
8412	467
100129046	6
100126348	0
100189133	0
30836	909
2730	417
24	26
9411	1281
5825	842
2152	478
101928079	23
100616321	0
126969	288
1266	2670
105378862	7
729970	41
199857	190
101928098	0
148534	191
100527978	15
101928118	15
25950	192
440594	1
100996635	143
102723661	0
101928241	0
58155	384
1806	799
100873932	1
100873933	0
400765	0
100616452	0
406928	0
729987	0
51375	455
163404	0
100129620	0
9890	80
101928270	0
54873	991
391059	130
178	652
23443	876
64645	1165
163786	131
54482	325
127495	30
1629	649
100506007	11
8634	381
693138	0
8556	126
54112	56
100128787	0
7412	823
2135	487
148867	585
51611	654
102606465	79
101928334	9
101928370	7
1901	445
104355286	0
118427	0
94236	0
1301	91
101928436	1
55599	316
280	392
648740	5
279	1
276	4
277	2
278	0
100129138	0
101928476	0
55170	308
22854	8
10451	1174
102465839	0
100873946	0
29957	690
148545	0
653149	3
284611	765
113802	195
55119	910
163479	0
6814	881
254268	5
642864	1
29899	53
23155	730
22911	230
6884	120
56900	1166
677766	5
127003	6
57535	8656
6301	2423
1952	1131
84722	110
343263	0
6272	1672
5686	1272
284612	11
127002	63
284613	349
57463	403
83873	4
2773	1292
406974	2
2780	4
271	529
2948	313
2946	622
2944	289
2949	623
2947	1531
79574	0
1435	892
10768	2181
85369	494
257	70
104355139	1
164153	4
388662	63
100873974	11
3749	375
440600	1
64783	235
9122	430
10542	1105
101410535	8
84432	1
643160	1
440602	0
3744	0
3737	44
3738	122
963	507
55791	318
128338	1137
10390	912
79961	490
1117	978
149620	0
27159	0
128344	185
441897	0
5016	67
79084	375
515	2562
128346	139
57413	7
140	57
100129269	9
5906	1229
55924	141
100506343	0
101928718	0
11218	342
3752	42
100874295	0
100873995	0
643355	13
55917	408
100422976	0
7482	24
54879	334
829	1518
4343	624
389	2677
333926	38
284467	23
100996702	5
6566	308
246182	3
100506392	14
100996251	17
9860	342
643441	0
260425	473
10745	117
54665	669
100287722	11
26191	135
440603	6
10717	310
64858	148
101928846	7
204851	1329
56944	1096
148281	17
51592	933
10286	632
163259	67
270	109
4893	745
7812	12146
80143	705
6847	1
7252	3
10100	192
4803	4
81839	287
845	66
4808	9
101928995	0
101928977	1
55356	57
126868	1
476	17499
84852	125
101929023	2
965	277
100616384	0
3321	912
100302117	0
388667	0
914	278
5738	1441
9398	38
101929099	2
8458	193
100126331	0
80263	195
79679	1765
104355292	0
10905	1184
100996263	0
54855	637
54834	222
10885	623
200162	20
6913	235
10352	405
104472716	1
101929147	117
51179	3
100874270	0
3284	1
3283	0
128102	4
644242	3
90874	133
26227	1548
3158	740
83998	1
343505	2
11085	0
4853	5171
9554	426
105378954	0
728841	84
767846	8
100996724	75
101929796	24
101060684	102
100189005	0
101954277	0
653505	2
728855	101
101954264	0
100189257	0
105369199	3
100996721	0
100126488	0
101929798	0
2210	8
100996318	1
337875	4
653820	2
653464	56
100873165	0
647121	7
101929815	0
100189261	0
101954269	0
26863	0
791227	2
105369140	1
388692	0
100189142	1
100189326	0
199882	2
100189356	0
100132417	0
100996713	0
554282	0
100996712	6
101060524	0
730262	0
101954267	1
100189323	0
284565	180
100189127	0
728945	0
105371215	0
1818	0
645166	19
647135	31
728833	0
101929805	0
102724235	7
103091866	19
645142	0
101954266	1
7214	0
100288142	44
100126510	0
101060254	0
101929780	9
653519	73
5174	17
11126	34
27246	312
10623	503
200035	51
10401	691
102466191	0
148741	294
8515	329
8799	598
114814	36
9939	1295
128077	620
84265	421
284615	27
10628	21288
148738	0
100189384	0
100189064	0
100188991	1
100189198	0
101954276	0
101928979	9
100132406	32
388677	23
170688	3
105371242	1
102724558	3
100288805	6
105373468	2
149013	260
728989	1
100189334	0
101447996	0
644861	1
5565	564
171423	546
2330	630
9557	603
100289211	0
607	342
51205	216
2702	95
2703	0
51463	41
100034743	10
100189140	0
26864	0
100189193	0
200030	138
101927468	5
100189056	2
100189307	0
100189174	0
100188998	0
100847044	2
101954273	4
102466225	0
26860	1
100132057	29
101954272	0
388685	185
644591	2
25832	143
100996763	45
440672	3
9659	320
400818	95
653513	8
100996761	0
101060226	126
653598	0
57234	87
644634	0
100189228	0
102723955	0
100189059	0
440689	4
2209	25
101927767	6
653604	1
8370	0
105371405	1
126961	0
8337	1
337873	3
723790	0
333932	0
554313	0
8349	202
8338	0
317772	0
51027	178
9900	111
10262	725
10903	220
56957	590
105373477	0
11311	658
51177	458
81611	740
23632	12
51107	3506
79630	90
148523	29
54460	1359
9129	796
23248	1023
80222	352
102465529	0
1893	247
100874054	3
54507	374
105371437	23
100422997	0
574406	0
4170	3338
2029	2510
55204	808
84072	0
1520	1190
1513	2777
405	1044
9869	738
29956	2032
8416	263
55793	469
58497	599
149428	436
54964	82
56882	1638
10962	48
126626	80
10500	236
100534012	0
79626	65
388695	156
79005	41
29765	24
6944	491
8394	757
5710	1478
57592	514
5298	1482
5993	549
8991	2854
5692	2703
23126	1722
57530	903
7286	279
693139	0
81609	587
11189	0
284485	1
65005	679
51686	38
11022	161
339398	16
6097	800
100191040	20
100132111	18
284486	39
117145	263
6281	1414
441908	2
6282	2671
100131107	0
126637	0
7062	6
126638	0
388697	1
2312	17
339400	33
388698	2
49860	0
254910	0
54544	0
353145	0
84648	0
353144	0
353143	0
353142	0
353141	0
353140	0
26239	0
353139	0
199834	0
100129271	0
448834	0
353137	0
353135	0
353134	0
353133	0
353132	0
353131	0
448835	0
4184	0
3713	0
163778	0
6698	0
6707	0
6699	0
6703	0
6700	0
6701	0
6704	0
6705	0
6702	0
6706	1
101928009	2
149018	0
574414	0
4014	2
114771	1
57115	3
6280	319
6283	0
6279	95
338324	0
645922	0
6278	4
6277	7811
6276	5
6275	2687
101928034	8
6274	2
6273	81
140576	1271
57402	732
6284	2157
6271	1142
26097	948
23557	545
3608	2939
100189015	7
4881	384
102466879	0
65123	1285
11000	454
343052	0
105371448	2
57459	749
9909	521
200186	618
27173	1934
102465441	0
148327	1124
10899	1719
5872	964
6232	8287
91181	2
100847024	0
7170	1726
100126346	0
388701	0
25912	3283
9898	1618
10456	1411
89872	1
57198	673
3570	527
126669	269
126668	50
55585	1153
100874097	5
1141	63
103	3625
3782	64
10654	658
57326	3141
90780	844
101928120	3
6464	1475
1163	419
100423020	0
80308	334
55891	0
51043	894
127579	124
149095	29
100505666	52
8751	1642
1945	371
1944	230
1942	2288
55974	420
54344	274
200185	1010
80128	41
4582	1564
693235	0
7059	729
4580	129
2630	26
2629	384
10712	337
10067	797
1196	668
57657	64
5313	0
2224	1213
284618	7
23623	362
55870	1919
693140	0
645682	0
645676	18
55154	80
55249	800
7818	1444
100129405	19
54856	533
23208	87
6016	425
22889	866
677823	1
677771	0
339403	2
9181	1070
102465442	0
105371729	0
6746	5740
56893	390
28956	460
57111	993
92312	169
4000	4203
64218	691
9673	408
11243	310
100527963	1
632	2
79957	68
23381	1238
84283	163
112770	515
391104	0
7203	3594
128229	5
57127	3
10485	19
407046	0
4209	901
128239	12
164118	5
128240	870
54865	355
101928177	0
60484	1
63827	30
10763	2973
1382	3263
81875	506
51093	508
79590	740
3068	2465
5546	653
9047	32
4914	58
3645	24
375033	416
149499	1
9826	750
768220	1
440695	45
2117	825
360155	0
83416	110
83417	1
115352	2
79368	25
115350	1
922	0
55243	1501
646268	0
912	23
909	1
911	26
910	4
913	8
128360	0
391107	0
391109	0
343406	0
391112	0
128366	0
128367	0
128368	0
6708	3
81448	0
391114	0
128371	0
128372	0
81442	0
4332	112
149628	22
3428	1297
9447	16
100189166	0
57863	45
100131825	12
2532	470
2205	104
441911	0
26476	0
127385	0
325	0
1401	0
54935	262
343413	26
56833	39
284677	30
391123	3
25790	10
100422852	0
8407	3248
57549	212
89886	1
100505633	27
93183	337
3766	2
3765	6
93185	833
477	191
480	16
844	12
729867	4
8682	2729
50717	2064
5824	1572
4807	4
1314	2822
474338	18
23385	2271
57216	765
114836	39
8832	137
6504	84
962	334
57823	456
4063	62
51744	32
55600	0
101928372	0
142683	1
50848	2319
100131187	997
7391	717
257106	373
81607	1511
126823	133
5202	398
4817	511
9191	501
51506	1701
27005	422
5498	420
8703	798
9507	31
4720	1169
2207	365
336	0
84134	220
100847090	0
9970	6
654790	31
4359	20
6391	827
257177	76
100189373	2
100189407	6
100189402	1
100188997	0
100189412	0
100189394	0
100189366	0
100189091	0
100189260	0
100189235	0
100189009	0
100189252	0
100189385	0
100189141	0
100189290	0
100189316	0
100189230	0
100189259	0
100189188	0
100189134	0
100189364	0
100189160	0
100189017	0
100189039	0
100189120	0
100189139	0
100189274	0
2212	157
100189380	0
3310	13
100189018	0
100189011	0
100189126	0
2214	511
9103	11
3311	42
100189003	1
2215	26
2213	106
641311	13
84824	12
127943	15
11266	278
102724329	1
22926	1092
25903	134
9722	96
100616386	0
693141	0
284680	11
400793	596
117157	2
127933	1641
6675	1219
4921	1925
51478	123
339512	0
5999	75
8490	3283
101928404	0
83540	13
100422212	0
5087	2593
100505795	0
4009	7
6258	9
400794	0
440699	0
4259	1195
223	2995
440700	0
54499	1855
100147773	16
7371	813
100500832	0
149297	40
100126349	0
116123	0
57645	808
117143	316
387597	2
84944	4
10223	4
92235	10
101928484	0
5451	512
919	102
8804	3068
92241	759
100189211	3
100189019	0
9019	5553
55811	9
25874	754
55827	1031
100313835	0
23432	249
261726	940
375035	95
84832	169
9095	112
693142	0
100505918	0
101928565	0
6846	10
6375	46
1805	3005
79100	0
101978719	0
101928596	61
481	4385
29922	129
8548	540
57821	13
10560	332
2153	76
6403	95
6402	58
6401	14
92342	215
55732	167
57147	413
22920	536
149281	0
100423010	0
100422839	0
284688	0
101928650	4
92344	306
5396	1885
80133	0
2328	51
100302178	0
100847009	0
388714	6
2327	1720
2326	439
2329	166
7151	7
23215	2407
4653	57
8674	531
51603	558
26052	81
100874284	2
100628315	235
406996	0
100422882	0
406977	0
102724541	8
92346	1
5279	606
51430	1135
356	20
8995	1
7292	18
100506023	8
101928673	16
9588	2943
284525	0
730159	0
339416	11
27252	294
91687	75
55157	302
100506046	15
60674	14896
26769	18
26802	30
26774	24
26770	8
692198	1
26806	2
692197	2
692196	6
692195	0
619498	5
84614	35
462	0
149041	739
102724601	0
9910	678
9293	0
101928696	1
27101	861
63931	557
63923	881
9674	859
7143	0
101928727	0
101928751	0
64326	649
677679	3
60676	10
460	29
574441	0
57795	14
102724661	0
101928778	0
89866	202
730102	497
100302401	12
9462	471
400797	3
84066	0
105373472	8
400798	22
100616328	0
55103	411
9068	99
9917	1228
64222	802
27	417
6646	509
126859	0
7827	0
163589	90
148753	0
163590	756
26092	1542
9857	977
5768	2344
200058	701
89884	14
100527964	76
84320	370
100423032	0
148756	3
9213	499
57710	67
10228	745
3140	738
51278	438
101928973	1
100287948	0
777	3
127665	14
400799	0
2752	5992
127670	0
388719	0
353299	0
6041	301
6004	66
284648	4
85397	0
80896	112
1660	2118
81626	0
3915	4074
3918	2757
23057	113
284649	5
9887	1124
4688	100
10092	2736
23179	751
403314	0
23127	80
116461	349
102724846	0
81563	1282
80267	827
116496	2737
101929069	0
6045	434
81627	418
54823	210
10625	1969
100288079	0
101929093	0
83872	422
10216	11
7175	2152
54953	585
10896	4
102724919	5
5132	1
5743	27
103752588	2
5321	183
104169671	0
101929766	0
339479	5
101929120	0
440704	0
64407	58
431704	0
5996	26
6003	10
100616345	2447
5997	1770
102724954	5
51377	496
6738	310
51022	69
79577	626
100302163	0
8707	10
101929184	0
343450	41
100616363	0
3075	2720
10878	4
3078	1
10877	0
3080	0
81494	0
2165	0
259266	7
360023	563
23418	12
163486	446
388722	6
56956	1
140609	1662
127124	0
5788	629
100131234	0
406955	0
406995	0
102800316	0
104266961	0
400800	0
2494	69
554279	10
23528	333
9928	5
83479	355
101929224	4
23271	841
2848	4
55765	41
23046	136
779	0
647219	0
252839	2132
91156	5
5317	1372
7139	24
3898	596
7135	45
23612	586
1465	12871
376693	36
89796	640
100873949	5
100847050	0
100302158	0
55705	1052
102466724	0
149345	121
25802	1555
10440	618
6051	964
102465443	0
1999	2627
9283	5
127829	657
5778	71
148713	17
59352	773
29089	38
4660	1405
127833	17
10765	1240
100506696	23
641515	2
148709	4
5877	134
59349	666
51094	1659
51706	1366
100506747	0
92703	647
8497	31
4656	0
134	968
4608	3
1116	2262
1118	51
100506775	3
730227	2
7832	1175
2331	2870
5549	1211
26254	0
493	2137
677843	1
84719	4
54900	52
9877	2231
100381270	246
6635	851
284573	2
9580	660
55224	200
101929441	2
5972	1
3814	0
127845	57
22874	1413
127841	0
84919	835
5287	671
100189122	12
100189425	0
4194	807
10446	143
23114	1272
6900	22
388730	26
5929	392
25778	666
9911	26
81788	33
55220	28
284576	3
93273	8
101669762	13
105371697	5
442891	0
100189098	0
5129	271
284578	66
148808	317
2005	820
85414	84
64710	5969
8934	541
254428	508
148811	5
284581	58
115019	3
103021296	1
103021295	1
338382	113
1510	1
440712	13
553	0
729533	2
23380	283
9641	175
102466202	0
83593	306
1939	1330
8444	122
9261	1360
3586	6
29949	0
50604	0
11009	1
9214	77
5284	28191
83953	1
79098	1277
5208	376
55432	281
725	179
722	258
1604	1421
1380	30
1378	19
1379	0
4179	6509
407026	59
407025	14
148696	9
947	1936
105372883	25
5362	203
642587	1873
406988	25
57172	2
3914	4656
100422894	0
50486	1059
3290	79
80342	157
148304	68
3664	2055
27042	547
255928	0
574036	85
56256	322
105373474	5
55733	275
3756	9
55758	1173
7188	384
84791	89
343035	0
7779	181
4751	8
9926	1248
102723727	0
25896	266
51514	34
100131205	56
100422947	0
101929541	9
5525	1410
692157	0
55248	68
29937	1411
101929565	0
467	133
149647	0
55509	22
25936	551
128387	271
149643	1
642946	16
28982	237
79805	112
90806	554
26750	262
100505832	6
100861504	0
5629	65
105372911	0
56950	478
5784	2024
1063	73
3776	279
101929612	0
51133	1692
7399	6
102723833	0
2104	146
55105	236
128153	22
103752555	0
100885798	0
101929631	0
51018	395
728463	2
7042	177
103611157	0
643723	10
127018	378
102723886	31
55532	0
2058	1763
10380	563
55699	2026
406997	0
406969	0
25782	823
100302234	0
677818	0
6791	4
4139	193
79762	2178
54996	480
64757	499
101929730	28
100873924	8
105373280	6
3142	84
400804	1
11221	53
101929771	0
100189378	0
79802	16
9015	91
100506161	28
375056	1403
64853	205
148362	745
400823	2
84976	177
7100	353
55061	228
164127	0
388743	70
824	3044
7159	614
105369195	55
441124	9
23219	674
8560	2105
101927143	1
101927164	8
4931	261
100313769	0
29097	570
80232	1553
100616468	0
149111	81
127602	91
3930	613
55740	1649
6726	2532
2052	2481
9725	1734
10637	2
29920	731
102466270	0
7044	26
163859	385
3020	699
64746	817
83881	11
286826	135
142	1587
375057	232
3707	631
100506443	0
5664	272
56997	1244
105379282	24
8476	983
339500	214
100130093	67
65094	220
116841	412
105373289	16
339501	0
7483	45
100847072	0
101060022	0
89780	5
100506571	3
375	4828
100500810	0
79169	227
128308	347
2987	1653
57165	61
574432	4
200205	186
574407	56
84033	1021
101927401	39
81559	232
102465444	0
51127	51
8290	2
92815	62
128312	1
100616308	0
149603	1306
100129094	3
100169751	0
100169753	0
100169754	0
100169755	0
100169756	0
100169757	0
100169758	0
100169759	0
100169760	0
100169761	0
100169762	0
100169763	0
100169764	0
100169765	0
100169766	0
100169767	0
58480	659
574029	4
100169768	0
105373132	6
5867	707
10638	0
126731	329
58	1
55746	1056
101927478	0
23456	392
