Geneid	SRR13615480
100287102	0
653635	5
102466751	1
100302278	0
645520	0
79501	0
729737	11
102725121	1
102723897	10
102465909	0
729759	0
100132287	0
105378947	0
101928626	0
102465432	9
81399	0
100133331	10
100288069	4
400728	14
79854	1
643837	291
284593	1
100130417	8
148398	13
26155	467
339451	25
84069	11
84808	11
57801	22
9636	58
375790	878
105369174	1
105378948	3
401934	0
54991	40
254099	0
406984	0
406983	1
554210	0
254173	20
8784	7
7293	16
51150	1105
126792	251
388581	9
118424	382
6339	19
116983	196
102465434	0
126789	44
54973	410
102465435	0
80772	162
83756	4
1855	228
102466740	0
54587	1953
54998	405
81669	761
148413	219
55052	684
441869	170
643965	0
102724312	13
64856	327
219293	54
83858	38
55210	72
339453	7
29101	1036
643988	46
142678	101
8510	0
984	245
728661	217
8511	0
728642	103
9906	349
65220	766
2782	5617
105378949	8
163688	6
339456	4
85452	0
2563	3
5590	64
100506504	12
199990	117
105378592	8
6497	1662
105378594	0
79906	50
100129534	14
11079	1494
5192	218
9651	32
55229	181
388585	2
115110	47
8764	306
100996583	11
127281	312
79258	12
100287898	15
140625	0
440556	14
63976	55
100422968	0
27237	84
1953	352
693135	0
127262	1429
49856	144
7161	21
57212	399
148870	0
388588	9
57470	543
9731	491
1677	79
339448	263
100133612	1
728716	0
284661	1
55966	32
100616489	0
100616421	0
261734	126
8514	112
26038	3
6146	4823
102724450	4
388591	72
23463	2121
148645	3
390992	0
387509	230
11332	150
54626	15
83715	37
100422975	0
8718	62
57449	537
79707	250
80835	1
3104	119
9903	979
148479	356
90326	164
55735	339
100505887	0
23261	421
9341	2688
8863	949
10911	8
3604	3
11315	2745
54206	844
102724539	0
50651	44
473	1820
102724552	2
2023	8897
102465436	0
100505975	2
765	8
155184	0
6518	32
80045	21
407040	1
9563	2287
80176	438
100506022	55
84275	216
199953	99
5293	179
644997	0
101929074	14
22883	2483
56998	842
84328	381
64802	217
100847055	0
105376719	0
116362	1997
10277	781
23095	1150
100422970	0
5226	2314
100526739	1
378708	23
1325	1
1676	328
5195	218
54897	176
148345	1
23435	1826
10747	40
6723	428
5394	884
2475	1078
100873935	1
10218	79
29914	275
57540	3
101929181	0
26232	113
93611	181
26270	88
10459	166
374946	1
57085	315
284498	0
102724659	0
4524	323
1185	332
100379251	4
4878	5
4879	0
26829	0
90231	524
5351	1492
9927	1948
60672	92
102466982	0
943	99
102465836	0
7133	1044
100616438	0
55187	1966
677885	1
9249	1573
102466722	0
343066	0
126767	15
93190	0
390999	0
65121	0
440560	0
343069	0
65122	0
400735	0
343071	0
441871	0
440561	0
653606	0
102724742	0
101929983	0
649330	1
441873	0
649324	0
440563	0
645354	0
645359	0
101060301	0
343070	0
400736	0
391003	0
343068	0
391002	0
645382	0
653619	0
729528	0
645414	0
391004	0
645425	0
126755	73
10630	501
7799	791
23254	552
200197	15
55092	111
727684	0
114827	13
101927417	2
79180	353
11330	0
63036	0
51032	6
842	144
23341	374
79814	8
84301	83
6248	75
23207	584
284723	23
388595	0
54751	590
440567	88
729614	37
23013	1417
7709	147
101928566	0
149563	70
27129	2108
1187	2
1188	2
348487	0
1969	276
128272	112
101927546	2
79363	18
54455	419
26099	1903
374955	0
55707	780
114819	32
26871	0
100126512	1
100126517	0
102724970	0
100133301	0
7195	0
55672	496
84809	133
11209	14
26869	0
729574	0
100126533	0
284729	1
100189045	0
102723383	0
6060	0
11223	17
100500876	0
100189298	0
7193	0
791226	0
9696	131
26870	0
4237	77
23400	381
6390	940
11240	640
29943	0
51702	3
100616188	0
23569	0
353238	0
55920	1011
55160	381
81569	0
101927876	0
84966	49
127707	299
5081	0
80834	0
8659	1176
100616120	0
100302276	0
126917	489
23352	2481
23065	892
51154	467
246181	6
22977	37
100506730	61
8574	671
54896	109
832	2907
100532736	0
440574	891
644068	3
4681	4
3362	2
255104	373
54546	43
23252	178
30814	0
5320	93
5322	35
26279	10
64600	0
391013	1
127733	107
101928017	18
127731	1
339505	0
55450	956
79594	415
163933	11
978	35
65018	502
102464833	0
100861548	104
1650	2089
57576	47
400745	0
50809	2874
8672	1343
100302155	0
1889	3933
100506801	2
84224	140
249	556
5909	119
84196	781
401944	64
3339	4857
23436	0
10136	0
101928043	2
29092	227
998	3259
54361	43
100616433	0
9923	481
2046	0
102466615	0
712	1108
714	728
713	952
2048	83
100616391	0
100422914	0
646262	0
729059	0
23028	1019
100422866	0
100616177	0
7798	890
3352	1
100996511	34
10236	1997
80818	925
148898	76
6920	201
55616	590
1870	1
101928163	0
3399	532
259283	1
6135	15892
6924	664
100506963	15
57095	690
11313	326
2582	138
3155	485
2517	590
1269	0
100616492	0
55629	1063
10772	958
127294	41
58985	13
163702	65
284632	0
57822	10
90529	131
57185	566
100750325	0
11123	129
100506985	73
400746	70
10250	751
25932	5920
864	103
102465437	0
100616365	0
25949	989
57035	324
6007	1
23585	696
6006	3
55219	516
26119	419
57134	412
57190	2568
56181	722
646471	32
79000	12
164091	190
3925	610
100500808	0
5051	270
2134	15
7780	5
105376910	0
84676	4
149420	246
79927	100
105376887	0
51042	87
10256	115
378807	0
101928303	4
64793	95
83442	1335
91544	101
1043	97
55057	0
257101	13
79727	0
79947	1573
101928324	6
3151	714
6195	363
100302190	0
101928728	21
8289	1043
55650	280
84243	343
2810	173
54707	120
63906	160
10726	1007
8431	1
126695	101
388610	208
115572	107
6548	570
23038	1042
84065	451
644961	10
100887744	0
84958	70
9064	459
8547	67
388611	16
2827	6
10163	3048
27245	219
2268	147
2537	513
199870	226
23673	1503
5511	689
677774	0
9473	87
6118	678
27293	81
55113	96
2140	322
5724	206
22826	1396
93974	524
83667	234
54797	216
65979	587
1104	252
8420	86
6080	2
26768	1
54952	276
85028	68
692212	2
677838	11
677825	5
692073	1
115273	18
6883	299
26824	0
10691	127
105376911	2
51441	845
4985	0
2035	769
399474	180
6429	1013
51102	527
10076	339
101928460	0
101929406	0
4146	2
100129196	21
7805	1316
100616164	0
400748	0
9672	2276
9698	1717
692234	0
692235	1
692200	1
79570	20
9410	482
51538	521
2170	69
347735	612
149086	0
284551	0
64129	1952
3061	6
553115	1046
1307	1051
576	64
100423028	0
90853	7
8073	4018
10657	2072
55116	186
100847018	0
23633	1082
200081	1071
79140	28
56063	63
55721	62
149069	5
8668	2148
339483	104
84734	37
3932	28
3065	954
65108	1819
100128071	1
81629	25
55108	1134
728116	0
653121	232
339487	203
5928	1293
81493	62
57648	1078
8565	748
64766	271
252995	104
3208	4
113452	139
127544	258
204	1560
113451	52
55223	85
149076	435
127550	0
1912	1344
100500853	1
101929464	0
7579	111
114784	9
127540	0
402779	0
84970	0
693137	0
2709	17
127534	2
2707	3
2701	531
113444	565
58512	7
653160	30
100506144	405
9204	243
79830	197
6421	1961
9202	1083
79932	996
23154	178
339488	7
5690	1180
127703	356
63967	14
192670	490
26523	524
192669	299
27285	8
54936	323
1296	492
27095	927
55700	1885
9967	1922
79729	33
55194	42
83931	907
84967	280
127700	184
64960	859
1441	151
2899	471
100422898	0
728431	67
80149	110
102465438	0
64769	880
100847010	1
79753	297
7802	205
29889	622
284654	20
54955	352
55143	20
284656	8
149175	90
79693	109
127687	281
4520	364
3633	324
10946	1032
2275	213
51118	370
5453	5
100500801	0
339442	0
64121	1039
100527950	0
26292	12
81025	0
54933	45
79647	762
4725	1766
23499	5558
643314	528
105378950	0
353500	16
728448	31
8761	1294
101929516	0
677834	3
26508	216
84618	2
51440	2
10450	581
656	35
64064	3
105378951	2
101929536	0
54802	177
4610	65
84879	53
10487	4560
5538	2165
6018	367
127391	0
10269	1189
1298	65
64744	469
65243	14
339559	44
64789	109
127396	83
9783	125
100130557	16
4802	472
407034	0
407031	0
9132	27
163732	155
1503	160
100507178	2
200172	2
22955	694
100132074	10
1907	6
59269	325
2981	0
2980	0
22887	1030
284716	30
84217	46
79717	895
728621	44
10465	262
4904	4318
149461	45
64175	325
79078	110
100129924	3
374969	278
114625	376
51058	133
339539	2
6513	330
440584	4
105378684	0
440585	3
10969	549
102465439	0
149465	9
128218	95
149466	60
7075	1274
4352	10
991	13
64834	1217
102466723	0
112950	454
23334	601
102465440	0
81888	7
5792	5978
9682	701
100132774	7
6487	225
101929592	4
102464830	0
9048	3
9670	365
1802	208
533	679
8704	575
149473	56
6536	90
128209	0
105378952	0
55929	288
79033	523
100874278	3
55182	804
100847089	0
79639	98
339541	4
26828	0
26830	0
11004	22
6202	13971
26811	0
94161	0
94162	0
94163	1
266675	7
1263	104
343521	1
149478	10
8643	42
8891	571
79654	999
7389	1118
57643	69
400752	12
84842	7
4595	129
114034	131
10420	79
126661	62
25974	117
5052	3786
10327	1013
4678	887
149483	22
60313	1637
728963	1
51249	296
3652	262
23139	473
8503	1489
101929626	2
10103	139
55624	923
541468	24
8438	9
10489	916
7388	1581
387338	293
2166	165
729041	2
101929651	0
127343	0
100507423	1
148930	0
8569	342
148932	409
64756	838
374973	0
100130197	0
9813	3826
1580	393
163720	94
1579	6
260293	1067
199974	564
284541	2
100874253	9
10158	160
6886	188
6491	33
51727	3653
102724077	2
2301	0
84793	19
2306	8
388630	234
391037	3
200010	10
54558	307
84871	8
79656	60
101929721	0
100874313	0
1996	2
63950	1
11124	633
1031	1180
100616189	0
102466656	1
284546	1
26994	3072
22996	504
102724097	5
2060	1523
114883	1457
4898	1952
100313892	0
5865	36
51060	894
112970	0
104355143	1
91408	687
9372	709
200014	423
4998	10
84950	547
23318	388
105378722	0
2882	105
348378	4
65260	168
79699	897
440590	13
55268	620
6342	3040
100616156	0
100616458	0
100616145	0
127435	2040
6512	37
1376	372
54987	835
4116	305
100507564	5
7804	60
163742	0
63948	0
148979	6
105369175	0
55706	409
54432	532
1733	8
51668	176
115353	290
388633	2
9528	5147
127428	255
100616315	0
200008	2
606495	78
51253	628
23648	459
619518	2
26027	26
338094	6
374977	0
100527960	0
7268	29
25973	85
55001	88
163747	1
1718	4399
100126514	0
199964	17
7809	0
255738	3
23358	1500
100507634	13
100616272	0
8613	4008
5563	127
199920	23
731	0
732	0
1600	8
101926890	1
115209	216
4070	3954
114803	492
3725	783
100131060	1
101926925	1
729467	2
55277	142
100616409	0
101926944	2
51361	210
1573	85
127795	0
101926964	3
100996570	9
4774	2355
645030	0
414927	0
83941	426
10207	649
100422902	0
100422946	0
54596	20
163782	1092
7398	648
85440	896
27329	0
84938	216
199899	1
100996301	0
27022	1
102464823	0
29929	216
23421	202
84455	94
79469	6
5236	1810
4919	139
101927034	0
148581	1
57685	751
100616338	0
55225	238
3716	4645
101927084	6
105378775	5
100500854	1
406893	0
205	1302
9829	29
54741	3676
3953	2158
5142	738
101927139	0
84251	38
100422871	0
200132	24
10022	0
79819	59
57708	899
23169	300
400757	0
149233	0
3595	27
26135	3093
1647	234
55970	3659
100289178	16
9077	57
79971	1449
100302279	0
6121	2
55635	8
101927220	0
57554	3
5301	0
55631	288
9295	1449
81573	440
11147	105
1491	49
101927244	2
5733	1520
100132618	16
9406	948
406962	5
100852410	4
257194	1013
100852409	0
101927295	0
127255	36
100526835	2
8790	307
51086	0
105378804	0
105378803	0
127254	5
101927320	0
1429	577
127253	450
431707	0
204962	45
34	1741
1744	25
5876	567
692085	1
26805	0
26804	2
4438	4
127247	0
101927342	0
256435	475
81849	102
102466995	0
10026	965
26289	609
26009	764
23032	1579
374986	607
374987	7
91624	512
8880	659
11080	732
54810	297
149047	0
5737	165
10964	426
10561	266
64123	2394
101927412	0
23266	1262
101927434	0
101927498	0
101927587	4
101927560	1
79739	105
5567	721
148418	29
391051	0
58511	4
80135	391
2787	806
100505741	8
1486	397
103695366	0
439927	0
117178	129
23566	17
255231	18
55283	55
126820	9
100616481	0
84144	91
148423	236
8915	299
646626	4
23576	731
3491	419
54680	496
255631	11
57489	303
102465842	0
9635	283
1179	0
22802	23
9629	2
105378828	34
51100	4154
9403	2773
9653	677
339524	753
101927844	0
105378832	1
8543	1016
100505768	0
101927891	3
5586	1112
2959	345
56267	364
494115	421
2635	635
2633	452
2634	2336
388646	6
115361	1851
115362	91
